,Year,Week,Position,Player,Team,Rank,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON,YACON
4161,2022,12,RB,Dontrell Hilliard,FA,61,1,2,16,8.0,15,7.5,1,0,0.5,0,0,0,0,1,0,0,0,0,11,3,3,1,1,0
4162,2022,12,RB,James Cook,BUF,62,1,2,4,2.0,0,0.0,0,0,0.0,0,1,-1,0,0,0,0,0,0,5,2,5,0,0,0
4163,2022,12,RB,Dameon Pierce,HOU,63,1,5,8,1.6,5,1.0,3,2,0.6,1,1,-1,0,0,0,0,0,0,4,3,6,0,3,2
4164,2022,12,RB,Damien Harris,FA,64,1,5,16,3.2,12,2.4,4,0,0.8,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0
4165,2022,12,RB,DeeJay Dallas,ARI,65,1,1,2,2.0,0,0.0,2,0,2.0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0
4166,2022,12,RB,Matt Breida,NYG,66,1,2,6,3.0,3,1.5,3,0,1.5,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0
4167,2022,12,RB,Ke'Shawn Vaughn,NE,67,1,4,15,3.8,10,2.5,5,0,1.3,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0
4168,2022,12,RB,Patrick Ricard,BAL,68,1,0,0,nan,0,0.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,8
4169,2022,12,RB,Caleb Huntley,FA,69,1,1,12,12.0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,12,1,1,0,0,0
4170,2022,12,RB,Marlon Mack,ARI,70,1,2,7,3.5,3,1.5,4,0,2.0,1,0,0,0,0,0,0,0,0,7,1,1,0,4,0
4171,2022,12,RB,Alexander Mattison,LV,71,1,3,11,3.7,9,3.0,2,0,0.7,0,1,-1,0,0,0,0,0,0,8,0,0,0,2,0
4172,2022,12,RB,Snoop Conner,DAL,72,1,3,11,3.7,8,2.7,3,0,1.0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0
4173,2022,12,RB,Mark Ingram II,FA,73,1,4,10,2.5,8,2.0,2,0,0.5,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0
4174,2022,12,RB,Alvin Kamara,NO,74,1,7,13,1.9,6,0.9,7,7,1.0,0,1,-3,0,0,0,0,0,0,6,6,7,1,7,7
4175,2022,12,RB,Corey Clement,FA,75,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4176,2022,12,RB,Keaontay Ingram,KC,76,1,2,5,2.5,2,1.0,3,0,1.5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0
4177,2022,12,RB,Derek Watt,FA,77,1,1,4,4.0,1,1.0,3,0,3.0,0,0,0,0,0,0,0,0,0,4,1,1,1,3,0
4178,2022,12,RB,Rex Burkhead,FA,78,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
4179,2022,12,RB,Isaiah Spiller,LAC,79,1,2,3,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
4180,2022,12,RB,Nyheim Hines,CLE,80,1,1,3,3.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4181,2022,12,RB,Devine Ozigbo,FA,81,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4182,2022,12,RB,Travis Etienne Jr.,JAC,82,1,2,3,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4183,2022,12,RB,Justice Hill,BAL,83,1,1,3,3.0,2,2.0,1,0,1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
4184,2022,12,RB,Kyle Juszczyk,SF,84,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
4185,2022,12,RB,Kenyan Drake,FA,85,1,2,2,1.0,-3,-1.5,5,0,2.5,0,1,-4,0,0,0,0,0,0,6,0,1,0,5,0
4186,2022,12,RB,Zack Moss,CIN,86,1,1,2,2.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
4187,2022,12,RB,Raheem Blackshear,CAR,87,1,0,0,nan,0,0.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4
4188,2022,12,RB,Spencer Brown,CAR,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,2022,12,RB,Malik Davis,DAL,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,2022,12,RB,Salvon Ahmed,MIA,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,2022,12,RB,Rico Dowdle,DAL,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,2022,12,RB,Michael Burton,DEN,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,2022,12,RB,Ronnie Rivers,LAR,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,2022,12,RB,Kevin Harris,NE,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,2022,12,RB,Raheem Mostert,MIA,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,2022,12,RB,Ty Chandler,MIN,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,2022,12,RB,La'Mical Perine,KC,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,2022,12,RB,Royce Freeman,DAL,98,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,2022,12,RB,Jaret Patterson,LAC,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,2022,12,RB,Godwin Igwebuike,PIT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,2022,12,RB,Julius Chestnut,TEN,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,2022,12,RB,Brandon Bolden,LV,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,2022,12,RB,Jashaun Corbin,NYG,103,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,2022,12,RB,J.J. Taylor,HOU,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,2022,12,RB,Brittain Brown,LV,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,2022,12,RB,Ben Mason,LAC,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,2022,12,RB,Jake Funk,DET,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,2022,12,RB,Keith Smith,ATL,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,2022,12,RB,Patrick Taylor Jr.,SF,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,2022,12,RB,Breece Hall,NYJ,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,2022,12,RB,Mike Boone,CAR,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,2022,12,RB,Jaylen Warren,PIT,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,2022,12,RB,Zander Horvath,NO,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,2022,12,RB,Alec Ingold,MIA,114,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4215,2022,12,RB,Jakob Johnson,LV,115,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4216,2022,12,RB,D'Ernest Johnson,JAC,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,2022,12,RB,Jerome Ford,CLE,117,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,2022,12,RB,Khalil Herbert,CHI,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,2022,12,RB,Javonte Williams,DEN,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,2022,12,RB,Clyde Edwards-Helaire,KC,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,2022,12,RB,Eno Benjamin,NO,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,2022,12,RB,Demetric Felton Jr.,CIN,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,2022,12,RB,Jermar Jefferson,DET,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,2022,12,RB,Jonathan Ward,TEN,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,2022,12,RB,Dwayne Washington,DEN,125,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,2022,12,RB,Trey Sermon,IND,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,2022,12,RB,Hassan Haskins,TEN,127,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,2022,12,RB,C.J. Ham,MIN,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,2022,12,RB,James Robinson,NO,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,2022,12,RB,Chris Evans,CIN,130,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,2022,12,RB,J.K. Dobbins,LAC,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,2022,12,RB,Khari Blasingame,CHI,132,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4233,2022,12,RB,Pierre Strong Jr.,CLE,133,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,2022,12,RB,Adam Prentice,NO,134,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,2022,12,RB,Chase Edmonds,TB,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,2022,12,RB,Avery Williams,ATL,136,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,2022,12,RB,Joe Mixon,HOU,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,2022,12,RB,Tyrion Davis-Price,PHI,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,2022,12,RB,Deon Jackson,NYG,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,2022,12,RB,Reggie Gilliam,BUF,140,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,2022,12,RB,Tony Jones Jr.,ARI,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,2022,12,RB,Craig Reynolds,DET,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,2022,12,RB,Rashaad Penny,PHI,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,2022,12,RB,Tyler Badie,DEN,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,2022,13,RB,Tony Pollard,TEN,1,1,12,91,7.6,46,3.8,45,2,3.8,2,0,0,30,3,2,1,0,0,30,2,3,0,45,2
4246,2022,13,RB,Christian McCaffrey,SF,2,1,17,66,3.9,50,2.9,16,0,0.9,0,2,-6,0,1,1,1,0,0,30,8,10,2,16,0
4247,2022,13,RB,Josh Jacobs,GB,3,1,26,144,5.5,73,2.8,71,0,2.7,12,0,0,20,3,1,0,0,0,20,2,2,0,71,0
4248,2022,13,RB,Cam Akers,MIN,4,1,17,60,3.5,24,1.4,36,0,2.1,0,2,-2,6,1,0,0,0,0,13,1,1,0,36,0
4249,2022,13,RB,AJ Dillon,GB,5,1,18,93,5.2,74,4.1,19,10,1.1,1,0,0,21,2,1,0,0,0,21,3,3,0,19,10
4250,2022,13,RB,D'Andre Swift,CHI,6,1,14,62,4.4,55,3.9,7,0,0.5,0,1,-1,1,1,0,0,0,0,10,4,6,1,7,0
4251,2022,13,RB,Samaje Perine,DEN,7,1,21,106,5.0,55,2.6,51,19,2.4,2,1,-5,0,2,0,0,0,0,10,6,7,1,51,19
4252,2022,13,RB,Ezekiel Elliott,NE,8,1,17,77,4.5,39,2.3,38,2,2.2,1,1,-1,4,2,1,0,0,0,22,3,3,0,38,2
4253,2022,13,RB,Dalvin Cook,BAL,9,1,20,86,4.3,76,3.8,10,0,0.5,0,2,-4,4,2,1,0,0,0,21,2,3,0,10,0
4254,2022,13,RB,Isiah Pacheco,KC,10,1,14,66,4.7,37,2.6,29,2,2.1,1,0,0,8,1,0,0,0,0,16,2,2,0,29,2
4255,2022,13,RB,Saquon Barkley,PHI,11,1,18,63,3.5,43,2.4,20,5,1.1,0,4,-11,13,2,1,0,0,0,21,5,5,0,20,5
4256,2022,13,RB,David Montgomery,DET,12,1,14,61,4.4,44,3.1,17,0,1.2,1,1,-5,7,0,0,0,0,0,9,4,5,0,17,0
4257,2022,13,RB,Jerick McKinnon,KC,13,1,8,51,6.4,30,3.8,21,2,2.6,0,1,-1,0,2,0,0,0,0,14,2,2,1,21,2
4258,2022,13,RB,Zonovan Knight,DET,14,1,15,90,6.0,77,5.1,13,7,0.9,0,1,-2,0,1,1,1,1,0,48,5,5,2,13,7
4259,2022,13,RB,Brian Robinson Jr.,WAS,15,1,21,96,4.6,74,3.5,22,5,1.0,1,1,-3,0,3,0,0,0,0,16,2,2,0,22,5
4260,2022,13,RB,Devin Singletary,NYG,16,1,13,51,3.9,31,2.4,20,0,1.5,0,2,-3,1,1,0,0,0,0,11,0,2,0,20,0
4261,2022,13,RB,Rachaad White,TB,17,1,9,28,3.1,16,1.8,12,9,1.3,0,0,0,0,0,0,0,0,0,6,6,8,1,12,9
4262,2022,13,RB,James Cook,BUF,18,1,14,64,4.6,34,2.4,30,5,2.1,1,0,0,0,1,1,0,0,0,28,6,6,0,30,5
4263,2022,13,RB,Jonathan Taylor,IND,19,1,21,82,3.9,13,0.6,69,6,3.3,6,3,-6,0,2,0,0,0,0,19,3,4,1,69,6
4264,2022,13,RB,Miles Sanders,CAR,20,1,10,24,2.4,11,1.1,13,0,1.3,0,1,-2,3,0,0,0,0,0,5,2,2,0,13,0
4265,2022,13,RB,Dameon Pierce,HOU,21,1,18,73,4.1,38,2.1,35,12,1.9,3,1,-2,0,1,0,0,0,0,11,3,3,0,35,12
4266,2022,13,RB,Jamaal Williams,NO,22,1,11,35,3.2,30,2.7,5,0,0.5,0,0,0,1,1,0,0,0,0,12,0,0,0,5,0
4267,2022,13,RB,Najee Harris,PIT,23,1,17,86,5.1,43,2.5,43,7,2.5,4,1,-1,0,2,0,0,0,0,14,1,1,0,43,7
4268,2022,13,RB,Malik Davis,DAL,24,1,3,29,9.7,24,8.0,5,0,1.7,0,0,0,23,1,1,0,0,0,23,0,0,0,5,0
4269,2022,13,RB,Austin Ekeler,WAS,25,1,10,35,3.5,23,2.3,12,4,1.2,0,1,-1,0,0,0,0,0,0,8,5,6,1,12,4
4270,2022,13,RB,Leonard Fournette,FA,26,1,10,49,4.9,30,3.0,19,13,1.9,0,1,-1,0,1,0,0,0,0,10,6,7,2,19,13
4271,2022,13,RB,Nick Chubb,CLE,27,1,17,80,4.7,37,2.2,43,0,2.5,0,2,-2,0,2,1,0,0,0,21,0,1,0,43,0
4272,2022,13,RB,Rhamondre Stevenson,NE,28,1,10,54,5.4,14,1.4,40,10,4.0,3,1,-4,0,3,0,0,0,0,16,6,8,0,40,10
4273,2022,13,RB,Alexander Mattison,LV,29,1,3,14,4.7,11,3.7,3,1,1.0,0,1,-3,14,1,0,0,0,0,14,2,2,0,3,1
4274,2022,13,RB,Kareem Hunt,CLE,30,1,9,56,6.2,22,2.4,34,0,3.8,1,1,-2,0,2,0,0,0,0,15,2,3,0,34,0
4275,2022,13,RB,Kyle Juszczyk,SF,31,1,1,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0
4276,2022,13,RB,Chris Evans,CIN,32,1,0,0,nan,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
4277,2022,13,RB,Latavius Murray,BUF,33,1,17,47,2.8,31,1.8,16,2,0.9,1,1,-2,0,0,0,0,0,0,7,4,4,0,16,2
4278,2022,13,RB,Cordarrelle Patterson,PIT,34,1,11,60,5.5,33,3.0,27,0,2.5,1,2,-7,0,2,1,0,0,0,22,0,0,0,27,0
4279,2022,13,RB,Antonio Gibson,NE,35,1,9,39,4.3,30,3.3,9,0,1.0,0,0,0,0,0,0,0,0,0,7,2,4,1,9,0
4280,2022,13,RB,Kenneth Gainwell,PHI,36,1,3,15,5.0,13,4.3,2,1,0.7,0,1,-1,0,1,0,0,0,0,13,3,4,0,2,1
4281,2022,13,RB,Tyler Allgeier,ATL,37,1,10,52,5.2,22,2.2,30,0,3.0,1,0,0,0,1,1,0,0,0,20,0,0,0,30,0
4282,2022,13,RB,Jordan Mason,SF,38,1,8,51,6.4,39,4.9,12,0,1.5,1,0,0,0,2,0,0,0,0,19,0,0,0,12,0
4283,2022,13,RB,Aaron Jones,MIN,39,1,9,26,2.9,12,1.3,14,7,1.6,2,4,-11,0,1,0,0,0,0,11,5,5,1,14,7
4284,2022,13,RB,Mark Ingram II,FA,40,1,7,27,3.9,13,1.9,14,6,2.0,0,0,0,0,0,0,0,0,0,7,5,5,1,14,6
4285,2022,13,RB,Travis Etienne Jr.,JAC,41,1,13,54,4.2,45,3.5,9,0,0.7,0,1,-1,0,1,0,0,0,0,13,3,3,0,9,0
4286,2022,13,RB,Kenyan Drake,FA,42,1,7,29,4.1,24,3.4,5,3,0.7,0,0,0,0,1,0,0,0,0,12,2,3,1,5,3
4287,2022,13,RB,Ty Johnson,BUF,43,1,1,3,3.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0
4288,2022,13,RB,Derrick Henry,BAL,44,1,11,30,2.7,27,2.5,3,0,0.3,0,0,0,0,0,0,0,0,0,6,2,3,1,3,0
4289,2022,13,RB,Alvin Kamara,NO,45,1,12,26,2.2,11,0.9,15,8,1.3,0,0,0,0,0,0,0,0,0,5,2,3,2,15,8
4290,2022,13,RB,DeeJay Dallas,ARI,46,1,10,37,3.7,19,1.9,18,0,1.8,0,0,0,0,0,0,0,0,0,7,0,1,0,18,0
4291,2022,13,RB,Kenneth Walker III,SEA,47,1,3,36,12.0,27,9.0,9,0,3.0,0,0,0,0,1,1,1,0,0,30,0,1,0,9,0
4292,2022,13,RB,Benny Snell Jr.,FA,48,1,6,24,4.0,12,2.0,12,5,2.0,0,0,0,0,0,0,0,0,0,6,1,1,0,12,5
4293,2022,13,RB,Tony Jones Jr.,ARI,49,1,7,14,2.0,3,0.4,11,0,1.6,1,2,-4,0,0,0,0,0,0,7,2,4,0,11,0
4294,2022,13,RB,Raheem Mostert,MIA,50,1,7,30,4.3,20,2.9,10,0,1.4,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0
4295,2022,13,RB,Joshua Kelley,LAC,51,1,7,30,4.3,27,3.9,3,0,0.4,1,0,0,0,0,0,0,0,0,7,0,1,0,3,0
4296,2022,13,RB,Mike Boone,CAR,52,1,6,18,3.0,13,2.2,5,3,0.8,1,1,-1,0,1,0,0,0,0,10,1,1,0,5,3
4297,2022,13,RB,Justin Jackson,FA,53,1,1,4,4.0,3,3.0,1,10,1.0,0,0,0,0,0,0,0,0,0,4,3,5,0,1,10
4298,2022,13,RB,Dare Ogunbowale,FA,54,1,2,8,4.0,4,2.0,4,2,2.0,0,0,0,0,0,0,0,0,0,6,2,3,0,4,2
4299,2022,13,RB,Boston Scott,PHI,55,1,6,16,2.7,10,1.7,6,0,1.0,0,1,-2,0,0,0,0,0,0,5,1,1,0,6,0
4300,2022,13,RB,Darrynton Evans,BUF,56,1,3,21,7.0,3,1.0,18,0,6.0,0,0,0,0,1,1,0,0,0,21,0,0,0,18,0
4301,2022,13,RB,Jaylen Warren,PIT,57,1,1,5,5.0,1,1.0,4,4,4.0,0,0,0,0,0,0,0,0,0,5,2,2,0,4,4
4302,2022,13,RB,Zack Moss,CIN,58,1,3,18,6.0,8,2.7,10,0,3.3,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0
4303,2022,13,RB,Nyheim Hines,CLE,59,1,2,-3,-1.5,0,0.0,0,2,0.0,0,1,-3,0,0,0,0,0,0,0,1,2,0,0,2
4304,2022,13,RB,Caleb Huntley,FA,60,1,4,17,4.3,12,3.0,5,0,1.3,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0
4305,2022,13,RB,Dontrell Hilliard,FA,61,1,1,2,2.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0
4306,2022,13,RB,Alec Ingold,MIA,62,1,0,0,nan,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
4307,2022,13,RB,Julius Chestnut,TEN,63,1,5,13,2.6,7,1.4,6,0,1.2,1,1,-2,0,0,0,0,0,0,5,0,0,0,6,0
4308,2022,13,RB,Gus Edwards,LAC,64,1,6,12,2.0,7,1.2,5,0,0.8,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0
4309,2022,13,RB,James Robinson,NO,65,1,4,10,2.5,8,2.0,2,0,0.5,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
4310,2022,13,RB,Kyren Williams,LAR,66,1,3,9,3.0,2,0.7,7,0,2.3,0,0,0,0,0,0,0,0,0,4,0,1,0,7,0
4311,2022,13,RB,Marlon Mack,ARI,67,1,2,3,1.5,2,1.0,1,0,0.5,0,1,-1,0,0,0,0,0,0,4,1,1,0,1,0
4312,2022,13,RB,Derek Watt,FA,68,1,1,4,4.0,1,1.0,3,0,3.0,0,0,0,0,0,0,0,0,0,4,1,1,0,3,0
4313,2022,13,RB,Zamir White,LV,69,1,2,6,3.0,2,1.0,4,0,2.0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0
4314,2022,13,RB,Deon Jackson,NYG,70,1,2,6,3.0,2,1.0,4,0,2.0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0
4315,2022,13,RB,Snoop Conner,DAL,71,1,1,6,6.0,3,3.0,3,0,3.0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0
4316,2022,13,RB,Patrick Taylor Jr.,SF,72,1,1,6,6.0,4,4.0,2,0,2.0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0
4317,2022,13,RB,Justice Hill,BAL,73,1,1,2,2.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
4318,2022,13,RB,Ameer Abdullah,LV,74,1,1,4,4.0,2,2.0,2,0,2.0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0
4319,2022,13,RB,Matt Breida,NYG,75,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4320,2022,13,RB,Jeff Wilson Jr.,MIA,76,1,1,3,3.0,0,0.0,3,0,3.0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0
4321,2022,13,RB,Jerome Ford,CLE,77,1,3,3,1.0,-1,-0.3,4,0,1.3,0,1,-1,0,0,0,0,0,0,4,0,0,0,4,0
4322,2022,13,RB,Trayveon Williams,CIN,78,1,1,3,3.0,1,1.0,2,0,2.0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
4323,2022,13,RB,Adam Prentice,NO,79,1,1,2,2.0,0,0.0,2,0,2.0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
4324,2022,13,RB,Jonathan Williams,WAS,80,1,1,1,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4325,2022,13,RB,Kevin Harris,NE,81,1,1,-1,-1.0,0,0.0,0,0,0.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4326,2022,13,RB,Trey Sermon,IND,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,2022,13,RB,Ke'Shawn Vaughn,NE,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,2022,13,RB,Keith Smith,ATL,84,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,2022,13,RB,Ty Chandler,MIN,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,2022,13,RB,Jake Funk,DET,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,2022,13,RB,Myles Gaskin,MIN,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,2022,13,RB,Jaret Patterson,LAC,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4333,2022,13,RB,Godwin Igwebuike,PIT,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4334,2022,13,RB,J.J. Taylor,HOU,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,2022,13,RB,Ben Mason,LAC,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336,2022,13,RB,Brittain Brown,LV,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,2022,13,RB,Royce Freeman,DAL,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
