,Year,Week,Position,Player,Team,Rank,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON,YACON
54,2021,1,RB,Tevin Coleman,FA,55,1,9,24,2.7,9,1.0,15,0,1.7,0,1,-1,0,0,0,0,0,0,9,0,0,0,15,0
55,2021,1,RB,Alec Ingold,MIA,56,1,0,0,nan,0,0.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6
56,2021,1,RB,Aaron Jones,MIN,57,1,5,9,1.8,5,1.0,4,2,0.8,0,1,-1,0,0,0,0,0,0,3,2,2,0,4,2
57,2021,1,RB,Michael Carter,ARI,58,1,4,6,1.5,2,0.5,4,1,1.0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,1
58,2021,1,RB,Raheem Mostert,MIA,59,1,2,20,10.0,18,9.0,2,0,1.0,0,0,0,0,1,0,0,0,0,11,0,0,0,2,0
59,2021,1,RB,Ameer Abdullah,LV,60,1,1,4,4.0,3,3.0,1,0,1.0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,0
60,2021,1,RB,Malcolm Brown,FA,61,1,5,16,3.2,6,1.2,10,0,2.0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0
61,2021,1,RB,Patrick Ricard,BAL,62,1,0,0,nan,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2
62,2021,1,RB,Kylin Hill,FA,63,1,5,14,2.8,8,1.6,6,0,1.2,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0
63,2021,1,RB,Devontae Booker,FA,64,1,4,7,1.8,4,1.0,3,0,0.8,0,1,-2,0,0,0,0,0,0,6,1,1,0,3,0
64,2021,1,RB,Giovani Bernard,FA,65,1,0,0,nan,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1
65,2021,1,RB,DeeJay Dallas,ARI,66,1,1,5,5.0,2,2.0,3,0,3.0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0
66,2021,1,RB,C.J. Ham,MIN,67,1,0,0,nan,0,0.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
67,2021,1,RB,Jaret Patterson,LAC,68,1,2,9,4.5,7,3.5,2,0,1.0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0
68,2021,1,RB,Rashaad Penny,PHI,69,1,2,8,4.0,6,3.0,2,0,1.0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
69,2021,1,RB,J.D. McKissic,FA,70,1,1,8,8.0,5,5.0,3,0,3.0,0,0,0,0,0,0,0,0,0,8,0,1,0,3,0
70,2021,1,RB,Kyle Juszczyk,SF,71,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71,2021,1,RB,Justin Jackson,FA,72,1,1,5,5.0,3,3.0,2,2,2.0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,2
72,2021,1,RB,Gary Brightwell,NYG,73,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
73,2021,1,RB,Alexander Mattison,LV,74,1,1,2,2.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0
74,2021,1,RB,Rex Burkhead,FA,75,1,0,0,nan,0,0.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8
75,2021,1,RB,Brandon Bolden,LV,76,1,1,5,5.0,1,1.0,4,0,4.0,1,0,0,0,0,0,0,0,0,5,0,0,0,4,0
76,2021,1,RB,Trenton Cannon,FA,77,1,2,5,2.5,3,1.5,2,0,1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
77,2021,1,RB,Ty Montgomery II,FA,78,1,0,0,nan,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
78,2021,1,RB,Matt Breida,NYG,79,1,4,4,1.0,2,0.5,2,0,0.5,0,1,-7,0,0,0,0,0,0,7,0,0,0,2,0
79,2021,1,RB,Darrel Williams,FA,80,1,1,4,4.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
80,2021,1,RB,Chuba Hubbard,CAR,81,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
81,2021,1,RB,Sony Michel,FA,82,1,1,2,2.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
82,2021,1,RB,Michael Burton,DEN,83,1,1,2,2.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
83,2021,1,RB,Mekhi Sargent,FA,84,1,1,2,2.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
84,2021,1,RB,Gabe Nabers,FA,85,1,1,2,2.0,1,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
85,2021,1,RB,Cam Akers,MIN,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2021,1,RB,Deon Jackson,NYG,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2021,1,RB,Kene Nwangwu,MIN,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2021,1,RB,D'Onta Foreman,CLE,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2021,1,RB,La'Mical Perine,KC,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2021,1,RB,Jermar Jefferson,DET,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2021,1,RB,Patrick Laird,TB,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2021,1,RB,Patrick Taylor Jr.,SF,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2021,1,RB,Ke'Shawn Vaughn,NE,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2021,1,RB,John Kelly Jr.,CLE,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2021,1,RB,Derrick Gore,WAS,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2021,1,RB,Mike Boone,CAR,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2021,1,RB,Jeff Wilson Jr.,MIA,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2021,1,RB,Darrynton Evans,BUF,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2021,1,RB,Jonathan Williams,WAS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2021,1,RB,Austin Walter,LV,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2021,1,RB,Adam Prentice,NO,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2021,1,RB,Craig Reynolds,DET,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2021,1,RB,Nick Bawden,NYJ,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2021,1,RB,Trayveon Williams,CIN,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2021,1,RB,Khalil Herbert,CHI,106,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2021,1,RB,Boston Scott,PHI,107,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2021,1,RB,Dwayne Washington,DEN,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2021,1,RB,Sewo Olonilua,FA,109,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2021,1,RB,Demetric Felton Jr.,CIN,110,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2021,1,RB,Godwin Igwebuike,PIT,111,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2021,1,RB,Khari Blasingame,CHI,112,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2021,1,RB,Tarik Cohen,CAR,113,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2021,1,RB,Jake Funk,DET,114,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2021,1,RB,Derek Watt,FA,115,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2021,1,RB,Benny Snell Jr.,FA,116,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2021,1,RB,Reggie Gilliam,BUF,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2021,1,RB,Elijhaa Penny,FA,118,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
118,2021,1,RB,Corey Clement,FA,119,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2021,1,RB,Wayne Gallman Jr.,FA,120,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2021,1,RB,Travis Homer,CHI,121,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2021,1,RB,Dare Ogunbowale,FA,122,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2021,1,RB,Andy Janovich,FA,123,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,2021,1,RB,Jonathan Ward,TEN,124,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2021,1,RB,Spencer Brown,CAR,125,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2021,1,RB,Ronald Jones II,FA,126,1,4,14,3.5,8,2.0,6,0,1.5,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0
126,2021,1,RB,Rhamondre Stevenson,NE,127,1,1,2,2.0,0,0.0,2,5,2.0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,5
127,2021,1,RB,Marlon Mack,ARI,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2021,1,RB,Alex Armah Jr.,WAS,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2021,1,RB,Eno Benjamin,NO,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2021,1,RB,Joshua Kelley,LAC,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
