,Year,Week,Position,Player,Team,Inside,Rank,ATT,RUSH YDS,Y/A,RUSH TD,RUSH PCT,REC,TGT,REC PCT,REC YDS,Y/R,REC TD,TGT PCT,FL,G,FPTS,FPTS/G,ROST %
7267,2023,14,RB,De'Von Achane,MIA,15,18,0,0,0,0,0.0,1,1,1.0,11,11.0,0,1.0,0,1,2.1,2.1,0.95
7268,2023,14,RB,Zack Moss,CIN,15,19,5,13,2.6,0,1.0,0,0,0.0,0,0,0,0.0,0,1,1.3,1.3,0.73
7269,2023,14,RB,Rachaad White,TB,15,20,2,11,5.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,1.1,1.1,0.97
7270,2023,14,RB,Jaylen Warren,PIT,15,21,0,0,0,0,0.0,1,1,1.0,1,1.0,0,1.0,0,1,1.1,1.1,0.83
7271,2023,14,RB,Tyler Allgeier,ATL,15,22,1,6,6.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.61
7272,2023,14,RB,Tyjae Spears,TEN,15,23,1,6,6.0,0,0.2,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.64
7273,2023,14,RB,AJ Dillon,GB,15,24,1,5,5.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.4
7274,2023,14,RB,Kyren Williams,LAR,15,25,2,5,2.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.96
7275,2023,14,RB,Latavius Murray,BUF,15,26,1,4,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.08
7276,2023,14,RB,Tony Pollard,TEN,15,27,2,4,2.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.93
7277,2023,14,RB,Clyde Edwards-Helaire,KC,15,28,1,1,1.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.22
7278,2023,14,RB,Khalil Herbert,CHI,15,29,1,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.34
7279,2023,14,RB,Jamaal Williams,NO,15,30,1,0,0.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.1
7280,2023,14,RB,Miles Sanders,CAR,15,31,1,-1,-1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.1,-0.1,0.34
7281,2023,14,RB,Keaton Mitchell,BAL,15,32,1,-1,-1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.1,-0.1,0.21
7282,2023,14,RB,Zach Charbonnet,SEA,15,33,1,-4,-4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.4,-0.4,0.65
7283,2023,14,RB,Chase Brown,CIN,15,34,2,-12,-6.0,0,0.22,0,0,0.0,0,0,0,0.0,0,1,-1.2,-1.2,0.45
7284,2023,14,RB,Raheem Mostert,MIA,10,1,5,16,3.2,2,1.0,0,0,0.0,0,0,0,0.0,0,1,13.6,13.6,0.91
7285,2023,14,RB,Saquon Barkley,PHI,10,2,2,6,3.0,2,1.0,0,0,0.0,0,0,0,0.0,0,1,12.6,12.6,1.0
7286,2023,14,RB,Derrick Henry,BAL,10,3,4,5,1.3,2,1.0,0,0,0.0,0,0,0,0.0,0,1,12.5,12.5,0.99
7287,2023,14,RB,Bijan Robinson,ATL,10,4,2,7,3.5,1,1.0,1,2,0.5,3,3.0,0,1.0,0,1,8.0,8.0,1.0
7288,2023,14,RB,Breece Hall,NYJ,10,5,0,0,0,0,0.0,1,1,1.0,3,3.0,1,1.0,0,1,7.3,7.3,0.99
7289,2023,14,RB,Alvin Kamara,NO,10,6,2,11,5.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.1,7.1,0.98
7290,2023,14,RB,Kareem Hunt,CLE,10,7,2,8,4.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.27
7291,2023,14,RB,Joe Mixon,HOU,10,8,6,7,1.2,1,0.86,0,0,0.0,0,0,0,0.0,0,1,6.7,6.7,0.99
7292,2023,14,RB,Jerick McKinnon,KC,10,9,1,7,7.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.7,6.7,0.16
7293,2023,14,RB,Jordan Mason,SF,10,10,1,3,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.02
7294,2023,14,RB,Austin Ekeler,WAS,10,11,1,3,3.0,1,1.0,0,1,0.0,0,0,0,1.0,0,1,6.3,6.3,0.92
7295,2023,14,RB,Javonte Williams,DEN,10,12,1,3,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.88
7296,2023,14,RB,Rico Dowdle,DAL,10,13,1,1,1.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.17
7297,2023,14,RB,Travis Etienne Jr.,JAC,10,14,2,1,0.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,1.0
7298,2023,14,RB,Devin Singletary,NYG,10,15,1,1,1.0,1,1.0,0,1,0.0,0,0,0,1.0,0,1,6.1,6.1,0.83
7299,2023,14,RB,Jaylen Warren,PIT,10,16,0,0,0,0,0.0,1,1,1.0,1,1.0,0,1.0,0,1,1.1,1.1,0.83
7300,2023,14,RB,Rachaad White,TB,10,17,1,7,7.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.7,0.7,0.97
7301,2023,14,RB,Kyren Williams,LAR,10,18,2,5,2.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.96
7302,2023,14,RB,Latavius Murray,BUF,10,19,1,4,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.08
7303,2023,14,RB,Tony Pollard,TEN,10,20,2,4,2.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.93
7304,2023,14,RB,Zack Moss,CIN,10,21,2,3,1.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.73
7305,2023,14,RB,Khalil Herbert,CHI,10,22,1,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.34
7306,2023,14,RB,Miles Sanders,CAR,10,23,1,-1,-1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.1,-0.1,0.34
7307,2023,14,RB,Chase Brown,CIN,10,24,1,-4,-4.0,0,0.14,0,0,0.0,0,0,0,0.0,0,1,-0.4,-0.4,0.45
7308,2023,14,RB,Raheem Mostert,MIA,5,1,2,8,4.0,2,1.0,0,0,0.0,0,0,0,0.0,0,1,12.8,12.8,0.91
7309,2023,14,RB,Saquon Barkley,PHI,5,2,2,6,3.0,2,1.0,0,0,0.0,0,0,0,0.0,0,1,12.6,12.6,1.0
7310,2023,14,RB,Derrick Henry,BAL,5,3,3,4,1.3,2,1.0,0,0,0.0,0,0,0,0.0,0,1,12.4,12.4,0.99
7311,2023,14,RB,Bijan Robinson,ATL,5,4,1,3,3.0,1,1.0,1,2,0.5,3,3.0,0,1.0,0,1,7.6,7.6,1.0
7312,2023,14,RB,Breece Hall,NYJ,5,5,0,0,0,0,0.0,1,1,1.0,3,3.0,1,1.0,0,1,7.3,7.3,0.99
7313,2023,14,RB,Joe Mixon,HOU,5,6,5,5,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.5,6.5,0.99
7314,2023,14,RB,Kareem Hunt,CLE,5,7,1,4,4.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.4,6.4,0.27
7315,2023,14,RB,Austin Ekeler,WAS,5,8,1,3,3.0,1,1.0,0,1,0.0,0,0,0,1.0,0,1,6.3,6.3,0.92
7316,2023,14,RB,Javonte Williams,DEN,5,9,1,3,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.88
7317,2023,14,RB,Jordan Mason,SF,5,10,1,3,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.02
7318,2023,14,RB,Devin Singletary,NYG,5,11,1,1,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.83
7319,2023,14,RB,Travis Etienne Jr.,JAC,5,12,2,1,0.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,1.0
7320,2023,14,RB,Rico Dowdle,DAL,5,13,1,1,1.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.17
7321,2023,14,RB,Zack Moss,CIN,5,14,2,3,1.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.73
7322,2023,14,RB,Tony Pollard,TEN,5,15,1,3,3.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.93
7323,2023,14,RB,Kyren Williams,LAR,5,16,1,2,2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.96
7324,2023,14,RB,Miles Sanders,CAR,5,17,1,-1,-1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.1,-0.1,0.34
7325,2023,15,RB,Jahmyr Gibbs,DET,20,1,3,17,5.7,1,0.6,1,1,1.0,9,9.0,1,0.5,0,1,15.6,15.6,0.99
7326,2023,15,RB,Christian McCaffrey,SF,20,2,3,13,4.3,1,0.75,1,1,1.0,5,5.0,1,1.0,0,1,14.8,14.8,1.0
7327,2023,15,RB,Raheem Mostert,MIA,20,3,7,11,1.6,2,0.78,1,1,1.0,0,0.0,0,0.5,0,1,14.1,14.1,0.91
7328,2023,15,RB,Jerick McKinnon,KC,20,4,0,0,0,0,0.0,1,1,1.0,8,8.0,1,0.33,0,1,12.0,12.0,0.16
7329,2023,15,RB,James Cook,BUF,20,5,2,5,2.5,0,0.4,1,2,0.5,18,18.0,1,1.0,0,1,9.3,9.3,0.98
7330,2023,15,RB,Clyde Edwards-Helaire,KC,20,6,2,4,2.0,0,1.0,2,2,1.0,7,3.5,1,0.67,0,1,9.1,9.1,0.22
7331,2023,15,RB,Ty Chandler,MIN,20,7,3,1,0.3,1,1.0,1,1,1.0,16,16.0,0,1.0,0,1,8.7,8.7,0.56
7332,2023,15,RB,Zack Moss,CIN,20,8,0,0,0,0,0.0,1,1,1.0,16,16.0,1,0.5,0,1,8.6,8.6,0.73
7333,2023,15,RB,Kyren Williams,LAR,20,9,3,16,5.3,1,0.6,1,2,0.5,-4,-4.0,0,1.0,0,1,8.2,8.2,0.96
7334,2023,15,RB,Zamir White,LV,20,10,2,4,2.0,1,1.0,1,1,1.0,5,5.0,0,1.0,0,1,7.9,7.9,0.72
7335,2023,15,RB,Kevin Harris,NE,20,11,1,18,18.0,1,0.25,0,0,0.0,0,0,0,0.0,0,1,7.8,7.8,0.0
7336,2023,15,RB,Joe Mixon,HOU,20,12,4,13,3.3,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.3,7.3,0.99
7337,2023,15,RB,Cordarrelle Patterson,PIT,20,13,1,0,0.0,0,0.33,1,2,0.5,2,2.0,1,1.0,0,1,7.2,7.2,0.01
7338,2023,15,RB,Gus Edwards,LAC,20,14,6,9,1.5,1,0.86,0,0,0.0,0,0,0,0.0,0,1,6.9,6.9,0.81
7339,2023,15,RB,James Conner,ARI,20,15,2,5,2.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.5,6.5,0.9
7340,2023,15,RB,Latavius Murray,BUF,20,16,2,2,1.0,1,0.4,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.08
7341,2023,15,RB,D'Andre Swift,CHI,20,17,4,17,4.3,0,0.57,1,1,1.0,6,6.0,0,1.0,0,1,3.3,3.3,0.92
7342,2023,15,RB,Aaron Jones,MIN,20,18,5,14,2.8,0,1.0,1,1,1.0,3,3.0,0,0.33,0,1,2.7,2.7,0.91
7343,2023,15,RB,Tyler Goodson,IND,20,19,3,7,2.3,0,0.75,1,1,1.0,7,7.0,0,0.5,0,1,2.4,2.4,0.0
7344,2023,15,RB,Ezekiel Elliott,NE,20,20,3,6,2.0,0,0.75,1,1,1.0,6,6.0,0,1.0,0,1,2.2,2.2,0.47
7345,2023,15,RB,Jaleel McLaughlin,DEN,20,21,0,0,0,0,0.0,1,2,0.5,8,8.0,0,1.0,0,1,1.8,1.8,0.12
7346,2023,15,RB,Tony Pollard,TEN,20,22,3,17,5.7,0,1.0,0,0,0.0,0,0,0,0.0,0,1,1.7,1.7,0.93
7347,2023,15,RB,Patrick Taylor Jr.,SF,20,23,0,0,0,0,0.0,2,2,1.0,-4,-2.0,0,0.67,0,1,1.6,1.6,0.02
7348,2023,15,RB,Jerome Ford,CLE,20,24,2,1,0.5,0,0.33,1,1,1.0,5,5.0,0,1.0,0,1,1.6,1.6,0.72
7349,2023,15,RB,Samaje Perine,DEN,20,25,2,15,7.5,0,0.5,0,0,0.0,0,0,0,0.0,0,1,1.5,1.5,0.13
7350,2023,15,RB,Miles Sanders,CAR,20,26,1,1,1.0,0,0.17,1,1,1.0,4,4.0,0,1.0,0,1,1.5,1.5,0.34
7351,2023,15,RB,Isaiah Spiller,LAC,20,27,3,13,4.3,0,1.0,0,0,0.0,0,0,0,0.0,0,1,1.3,1.3,0.01
7352,2023,15,RB,Michael Carter,ARI,20,28,0,0,0,0,0.0,1,1,1.0,1,1.0,0,1.0,0,1,1.1,1.1,0.01
7353,2023,15,RB,Alvin Kamara,NO,20,29,3,11,3.7,0,0.75,0,0,0.0,0,0,0,0.0,0,1,1.1,1.1,0.98
7354,2023,15,RB,Chuba Hubbard,CAR,20,30,5,9,1.8,0,0.83,0,0,0.0,0,0,0,0.0,0,1,0.9,0.9,0.81
7355,2023,15,RB,De'Von Achane,MIA,20,31,2,9,4.5,0,0.22,0,0,0.0,0,0,0,0.0,0,1,0.9,0.9,0.95
7356,2023,15,RB,David Montgomery,DET,20,32,2,4,2.0,0,0.4,1,1,1.0,-7,-7.0,0,0.5,0,1,0.7,0.7,0.92
7357,2023,15,RB,Ty Johnson,BUF,20,33,1,6,6.0,0,0.2,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.01
7358,2023,15,RB,Jaylen Warren,PIT,20,34,2,6,3.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.83
7359,2023,15,RB,Javonte Williams,DEN,20,35,2,6,3.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.88
7360,2023,15,RB,Royce Freeman,DAL,20,36,2,5,2.5,0,0.4,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.03
7361,2023,15,RB,Devin Singletary,NYG,20,37,5,5,1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.83
7362,2023,15,RB,Rachaad White,TB,20,38,1,5,5.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.97
7363,2023,15,RB,Kenneth Gainwell,PHI,20,39,3,5,1.7,0,0.43,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.15
7364,2023,15,RB,Bijan Robinson,ATL,20,40,1,5,5.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,1.0
7365,2023,15,RB,Kareem Hunt,CLE,20,41,4,4,1.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.27
7366,2023,15,RB,Zach Charbonnet,SEA,20,42,1,3,3.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.65
7367,2023,15,RB,Jamaal Williams,NO,20,43,1,3,3.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.1
7368,2023,15,RB,Trey Sermon,IND,20,44,1,2,2.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.01
7369,2023,15,RB,Derrick Henry,BAL,20,45,2,1,0.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.99
7370,2023,15,RB,Jordan Mason,SF,20,46,1,1,1.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.02
7371,2023,15,RB,Antonio Gibson,NE,20,47,1,1,1.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.66
7372,2023,15,RB,Keaton Mitchell,BAL,20,48,1,1,1.0,0,0.14,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.21
7373,2023,15,RB,Jeff Wilson Jr.,MIA,20,49,0,0,0,0,0.0,0,1,0.0,0,0,0,0.5,0,1,0.0,0.0,0.07
7374,2023,15,RB,Tyler Allgeier,ATL,20,50,1,-1,-1.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,-0.1,-0.1,0.61
7375,2023,15,RB,Travis Etienne Jr.,JAC,20,51,1,-2,-2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,1.0
7376,2023,15,RB,Chris Rodriguez Jr.,WAS,20,52,2,-2,-1.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.01
7377,2023,15,RB,D'Onta Foreman,CLE,20,53,2,-3,-1.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.3,-0.3,0.19
7378,2023,15,RB,Najee Harris,PIT,20,54,1,-3,-3.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,-0.3,-0.3,0.9
7379,2023,15,RB,Jahmyr Gibbs,DET,15,1,3,17,5.7,1,1.0,1,1,1.0,9,9.0,1,1.0,0,1,15.6,15.6,0.99
7380,2023,15,RB,Christian McCaffrey,SF,15,2,3,13,4.3,1,1.0,1,1,1.0,5,5.0,1,1.0,0,1,14.8,14.8,1.0
7381,2023,15,RB,Raheem Mostert,MIA,15,3,7,11,1.6,2,1.0,0,0,0.0,0,0,0,0.0,0,1,13.1,13.1,0.91
7382,2023,15,RB,Jerick McKinnon,KC,15,4,0,0,0,0,0.0,1,1,1.0,8,8.0,1,0.33,0,1,12.0,12.0,0.16
7383,2023,15,RB,Clyde Edwards-Helaire,KC,15,5,2,4,2.0,0,1.0,2,2,1.0,7,3.5,1,0.67,0,1,9.1,9.1,0.22
7384,2023,15,RB,Zamir White,LV,15,6,2,4,2.0,1,1.0,1,1,1.0,5,5.0,0,1.0,0,1,7.9,7.9,0.72
7385,2023,15,RB,Kyren Williams,LAR,15,7,2,7,3.5,1,0.67,1,2,0.5,-4,-4.0,0,1.0,0,1,7.3,7.3,0.96
7386,2023,15,RB,Joe Mixon,HOU,15,8,4,13,3.3,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.3,7.3,0.99
7387,2023,15,RB,Cordarrelle Patterson,PIT,15,9,0,0,0,0,0.0,1,1,1.0,2,2.0,1,1.0,0,1,7.2,7.2,0.01
7388,2023,15,RB,Gus Edwards,LAC,15,10,4,6,1.5,1,0.8,0,0,0.0,0,0,0,0.0,0,1,6.6,6.6,0.81
7389,2023,15,RB,James Conner,ARI,15,11,2,5,2.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.5,6.5,0.9
7390,2023,15,RB,Latavius Murray,BUF,15,12,2,2,1.0,1,0.4,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.08
7391,2023,15,RB,Ty Chandler,MIN,15,13,2,0,0.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.0,6.0,0.56
7392,2023,15,RB,D'Andre Swift,CHI,15,14,4,17,4.3,0,0.57,1,1,1.0,6,6.0,0,1.0,0,1,3.3,3.3,0.92
7393,2023,15,RB,Tyler Goodson,IND,15,15,3,7,2.3,0,1.0,1,1,1.0,7,7.0,0,1.0,0,1,2.4,2.4,0.0
7394,2023,15,RB,Ezekiel Elliott,NE,15,16,2,5,2.5,0,1.0,1,1,1.0,6,6.0,0,1.0,0,1,2.1,2.1,0.47
7395,2023,15,RB,Jaleel McLaughlin,DEN,15,17,0,0,0,0,0.0,1,1,1.0,8,8.0,0,1.0,0,1,1.8,1.8,0.12
7396,2023,15,RB,Samaje Perine,DEN,15,18,2,15,7.5,0,0.67,0,0,0.0,0,0,0,0.0,0,1,1.5,1.5,0.13
7397,2023,15,RB,Miles Sanders,CAR,15,19,1,1,1.0,0,0.25,1,1,1.0,4,4.0,0,1.0,0,1,1.5,1.5,0.34
7398,2023,15,RB,Michael Carter,ARI,15,20,0,0,0,0,0.0,1,1,1.0,1,1.0,0,1.0,0,1,1.1,1.1,0.01
7399,2023,15,RB,Alvin Kamara,NO,15,21,3,11,3.7,0,0.75,0,0,0.0,0,0,0,0.0,0,1,1.1,1.1,0.98
7400,2023,15,RB,Isaiah Spiller,LAC,15,22,2,7,3.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.7,0.7,0.01
7401,2023,15,RB,Patrick Taylor Jr.,SF,15,23,0,0,0,0,0.0,1,1,1.0,-3,-3.0,0,1.0,0,1,0.7,0.7,0.02
7402,2023,15,RB,Aaron Jones,MIN,15,24,4,7,1.8,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.7,0.7,0.91
7403,2023,15,RB,Ty Johnson,BUF,15,25,1,6,6.0,0,0.2,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.01
7404,2023,15,RB,Jaylen Warren,PIT,15,26,2,6,3.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.83
7405,2023,15,RB,Chuba Hubbard,CAR,15,27,3,6,2.0,0,0.75,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.81
7406,2023,15,RB,Kenneth Gainwell,PHI,15,28,3,5,1.7,0,0.43,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.15
7407,2023,15,RB,Bijan Robinson,ATL,15,29,1,5,5.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,1.0
7408,2023,15,RB,James Cook,BUF,15,30,2,5,2.5,0,0.4,0,1,0.0,0,0,0,1.0,0,1,0.5,0.5,0.98
7409,2023,15,RB,Zach Charbonnet,SEA,15,31,1,3,3.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.65
7410,2023,15,RB,Jamaal Williams,NO,15,32,1,3,3.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.1
7411,2023,15,RB,Jerome Ford,CLE,15,33,1,2,2.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.72
7412,2023,15,RB,Royce Freeman,DAL,15,34,1,1,1.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.03
7413,2023,15,RB,Antonio Gibson,NE,15,35,1,1,1.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.66
7414,2023,15,RB,Keaton Mitchell,BAL,15,36,1,1,1.0,0,0.2,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.21
7415,2023,15,RB,Derrick Henry,BAL,15,37,2,1,0.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.99
7416,2023,15,RB,Javonte Williams,DEN,15,38,1,0,0.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.88
7417,2023,15,RB,Jeff Wilson Jr.,MIA,15,39,0,0,0,0,0.0,0,1,0.0,0,0,0,1.0,0,1,0.0,0.0,0.07
7418,2023,15,RB,Kareem Hunt,CLE,15,40,1,-1,-1.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,-0.1,-0.1,0.27
7419,2023,15,RB,Devin Singletary,NYG,15,41,3,-2,-0.7,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.83
7420,2023,15,RB,Chris Rodriguez Jr.,WAS,15,42,2,-2,-1.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.01
7421,2023,15,RB,Najee Harris,PIT,15,43,1,-3,-3.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,-0.3,-0.3,0.9
7422,2023,15,RB,Tony Pollard,TEN,15,44,1,-3,-3.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.3,-0.3,0.93
7423,2023,15,RB,D'Onta Foreman,CLE,15,45,2,-3,-1.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.3,-0.3,0.19
7424,2023,15,RB,Christian McCaffrey,SF,10,1,2,2,1.0,1,1.0,1,1,1.0,5,5.0,1,1.0,0,1,13.7,13.7,1.0
7425,2023,15,RB,Jerick McKinnon,KC,10,2,0,0,0,0,0.0,1,1,1.0,8,8.0,1,0.33,0,1,12.0,12.0,0.16
7426,2023,15,RB,Raheem Mostert,MIA,10,3,6,-1,-0.2,2,1.0,0,0,0.0,0,0,0,0.0,0,1,11.9,11.9,0.91
7427,2023,15,RB,Clyde Edwards-Helaire,KC,10,4,1,2,2.0,0,1.0,2,2,1.0,7,3.5,1,0.67,0,1,8.9,8.9,0.22
7428,2023,15,RB,Jahmyr Gibbs,DET,10,5,1,1,1.0,0,1.0,1,1,1.0,9,9.0,1,1.0,0,1,8.0,8.0,0.99
7429,2023,15,RB,Zamir White,LV,10,6,1,1,1.0,1,1.0,1,1,1.0,5,5.0,0,1.0,0,1,7.6,7.6,0.72
7430,2023,15,RB,Kyren Williams,LAR,10,7,2,7,3.5,1,0.67,1,1,1.0,-4,-4.0,0,1.0,0,1,7.3,7.3,0.96
7431,2023,15,RB,Cordarrelle Patterson,PIT,10,8,0,0,0,0,0.0,1,1,1.0,2,2.0,1,1.0,0,1,7.2,7.2,0.01
7432,2023,15,RB,Joe Mixon,HOU,10,9,3,9,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.9,6.9,0.99
7433,2023,15,RB,Gus Edwards,LAC,10,10,4,6,1.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.6,6.6,0.81
7434,2023,15,RB,James Conner,ARI,10,11,2,5,2.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.5,6.5,0.9
7435,2023,15,RB,Latavius Murray,BUF,10,12,2,2,1.0,1,0.67,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.08
7436,2023,15,RB,Ty Chandler,MIN,10,13,1,1,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.56
7437,2023,15,RB,Tyler Goodson,IND,10,14,1,1,1.0,0,1.0,1,1,1.0,7,7.0,0,1.0,0,1,1.8,1.8,0.0
7438,2023,15,RB,Jaleel McLaughlin,DEN,10,15,0,0,0,0,0.0,1,1,1.0,8,8.0,0,1.0,0,1,1.8,1.8,0.12
7439,2023,15,RB,Michael Carter,ARI,10,16,0,0,0,0,0.0,1,1,1.0,1,1.0,0,1.0,0,1,1.1,1.1,0.01
7440,2023,15,RB,D'Andre Swift,CHI,10,17,3,8,2.7,0,0.6,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.92
7441,2023,15,RB,Jaylen Warren,PIT,10,18,2,6,3.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.83
7442,2023,15,RB,Kenneth Gainwell,PHI,10,19,2,5,2.5,0,0.4,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.15
7443,2023,15,RB,Bijan Robinson,ATL,10,20,1,5,5.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,1.0
7444,2023,15,RB,Ezekiel Elliott,NE,10,21,2,5,2.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.47
7445,2023,15,RB,Jamaal Williams,NO,10,22,1,3,3.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.1
7446,2023,15,RB,Samaje Perine,DEN,10,23,1,3,3.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.13
7447,2023,15,RB,Chuba Hubbard,CAR,10,24,2,3,1.5,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.81
